AOID,Label
B3.1PP.007,007-kancelář
B3.1PP.008,008-kancelář
B3.1PP.009,009-kancelář
B3.1PP.010,010-chodba
B3.1PP.011,011-sklad
B3.1PP.012,012-sklad
B3.1PP.013,013-sklad
B3.1PP.014,014-sklad
B3.1PP.015,015-sklad
B3.1PP.016,016-výrobní prostory
B3.1PP.017,017-výrobní prostory
B3.1PP.018,018-výrobní prostory
B3.1PP.019,019-chodba
B3.1PP.020,020-chodba
B3.1PP.021,021-výrobní prostory
B3.1PP.022,022-výrobní prostory
B3.1PP.023,023-výrobní prostory
B3.1PP.024,024-výrobní prostory
B3.1PP.025,025-výrobní prostory
B3.1PP.026,026-výrobní prostory
B3.1PP.027,027-výrobní prostory
B3.1PP.028,028-výrobní prostory
B3.1PP.029,029-výrobní prostory
B3.1PP.030,030-výrobní prostory
B3.1PP.031,031-výrobní prostory
B3.1PP.031A,031A-výrobní prostory
B3.1PP.031B,031B-výrobní prostory
B3.1PP.032,032-výrobní prostory
B3.1PP.032A,032A-výrobní prostory
B3.1PP.032B,032B-výrobní prostory
B3.1PP.033,033-výrobní prostory
B3.1PP.034,034-výrobní prostory
B3.1PP.035,035-sklad
B3.1PP.036,036-sklad
B3.1PP.037,037-sklad
B3.1PP.038,038-sklad
B3.1PP.039,039-sklad
B3.1PP.040,040-chodba
B3.1PP.041,041-výrobní prostory
B3.1PP.042,042-výrobní prostory
B3.1PP.043,043-výrobní prostory
B3.1PP.044,044-výrobní prostory
B3.1PP.045,045-WC
B3.1PP.046,046-WC
B3.1PP.047,047-výrobní prostory
B3.1PP.048,048-sklad
B3.1PP.049,049-chodba
B3.1PP.050,050-výrobní prostory
B3.1PP.051,051-výrobní prostory
B3.1PP.061,061-chodba
B3.1PP.062,062-výrobní prostory
B3.1PP.063,063-výrobní prostory
B3.1PP.064,064-výrobní prostory
B3.1PP.065,065-výrobní prostory
B3.1PP.066,066-výrobní prostory
B3.1PP.067,067-výrobní prostory
B3.1PP.068,068-výrobní prostory
B3.2NP.201A,201A-schody
B3.2NP.201B,201B-schody
B3.2NP.201C,201C-schody
B3.2NP.201D,201D-schody
B3.2NP.201E,201E-výrobní prostory
B3.2NP.201F,201F-výrobní prostory
B3.2NP.201G,201G-výrobní prostory
B3.2NP.202,202-výrobní prostory
B3.2NP.203,203-WC
B3.2NP.204,204-výrobní prostory
B3.2NP.205,205-výrobní prostory
B3.2NP.206,206-výrobní prostory
B3.2NP.207,207-výrobní prostory
B3.2NP.208,208-výrobní prostory
B3.2NP.209,209-výrobní prostory
B3.2NP.210,210-výrobní prostory
B3.2NP.211,211-výrobní prostory
B3.2NP.212,212-výrobní prostory
B3.2NP.213,213-výrobní prostory
B3.2NP.214,214-výrobní prostory
B3.2NP.215,215-výrobní prostory
B3.2NP.216,216-výrobní prostory
B3.2NP.217,217-chodba
B3.2NP.218,218-výrobní prostory
B3.2NP.219,219-výrobní prostory
B3.2NP.220,220-výrobní prostory
B3.2NP.221,221-výrobní prostory
B3.2NP.222,222-výrobní prostory
B3.2NP.223,223-chodba
B3.2NP.224,224-sklad
B3.2NP.225,225-chodba
B3.2NP.226,226-chodba
B3.2NP.227,227-výrobní prostory
B3.2NP.228,228-chodba
B3.2NP.229,229-výrobní prostory
B3.2NP.230,230-výrobní prostory
B3.2NP.231,231-výrobní prostory
B3.2NP.232,232-výrobní prostory
B3.2NP.233,233-výrobní prostory
B3.2NP.234,234-výrobní prostory
B3.2NP.235,235-výrobní prostory
B3.2NP.237,237-výrobní prostory
B3.2NP.238,238-chodba
B3.2NP.239,239-výrobní prostory
B3.2NP.240,240-chodba
B3.2NP.241,241-výrobní prostory
B3.2NP.242,242-výrobní prostory
B3.2NP.243,243-výrobní prostory
B3.2NP.244,244-výrobní prostory
B3.2NP.245,245-chodba
B3.2NP.246,246-chodba
B3.2NP.247,247-kancelář
B3.2NP.248,248-kancelář
B3.2NP.249,249-kancelář
B3.2NP.250,250-kancelář
B3.2NP.251,251-sklad
B3.2NP.252,252-sklad
B3.2NP.253,253-WC
B3.2NP.254,254-sklad
B3.2NP.255,255-WC
B3.2NP.256,256-sklad
B3.2NP.257,257-chodba
B3.2NP.267,267-kancelář
B3.2NP.268,268-kancelář
B3.2NP.269,269-kancelář
B3.2NP.270,270-kancelář
B3.2NP.271,271-kancelář
B3.2NP.272,272-sklad
B3.2NP.273,273-sklad
B3.2NP.274,274-sklad
B3.2NP.275,275-sklad
B3.2NP.276,276-chodba
B3.2NP.277,277-kancelář
B3.2NP.278,278-sklad
B3.2NP.279,279-sklad
B3.2NP.280,280-chodba
B3.2NP.281,281-chodba
B3.2NP.282,282-sklad
B3.2NP.283,283-sklad
B3.2NP.284,284-sklad
B3.2NP.285,285-chodba
B3.2NP.286,286-sklad
B3.2NP.287,287-sklad
B3.3NP.301A,301A-schody
B3.3NP.301D,301D-schody
B3.3NP.301E,301E-výrobní prostory
B3.3NP.301F,301F-výrobní prostory
B3.3NP.301G,301G-výrobní prostory
B3.3NP.302,302-chodba
B3.3NP.303,303-výrobní prostory
B3.3NP.304,304-kancelář
B3.3NP.305,305-kancelář
B3.3NP.306,306-sklad
B3.3NP.307,307-kancelář
B3.3NP.308,308-kancelář
B3.3NP.309,309-kancelář
B3.3NP.310,310-kancelář
B3.3NP.311,311-kancelář
B3.3NP.312,312-kancelář
B3.3NP.313,313-kancelář
B3.3NP.314,314-kancelář
B3.3NP.315,315-WC
B3.3NP.316,316-sklad
B3.3NP.317,317-WC
B3.3NP.318,318-sklad
B3.3NP.328,328-kancelář
B3.3NP.329,329-kancelář
B3.3NP.330,330-chodba
B3.3NP.331,331-kancelář
B3.3NP.332,332-kancelář
B3.3NP.333,333-kancelář
B3.3NP.334,334-chodba
B3.3NP.335,335-kancelář
B3.3NP.336,336-kancelář
B3.3NP.337,337-kancelář
B3.3NP.338,338-kancelář
B3.3NP.339,339-kancelář
B3.3NP.340,340-kancelář
B3.3NP.341,341-kancelář
B3.3NP.342,342-kancelář
B3.3NP.343,343-kancelář
B3.3NP.344,344-sociální zázemí
B3.3NP.345,345-kancelář
B3.3NP.346,346-kancelář
B3.3NP.347,347-kancelář
B3.3NP.348,348-kancelář
B3.3NP.349,349-kancelář
B3.3NP.350,350-kancelář
B3.3NP.351,351-kancelář
B3.3NP.352,352-kancelář
B3.3NP.353,353-kancelář
B4.1NP.101,101-výrobní prostory
B4.1NP.102,102-výrobní prostory
B4.1NP.103,103-výrobní prostory
B4.1NP.104,104-výrobní prostory
B4.1NP.105,105-chodba
B4.1NP.106,106-sklad
B4.1NP.107,107-sklad
B4.1NP.108,108-chodba
B4.1NP.109,109-sklad
B4.1NP.110,110-sklad
B4.1NP.111,111-výrobní prostory
B4.1NP.112,112-výrobní prostory
B5.1NP.101,101-chodba
B5.1NP.101A,101A-WC
B5.1NP.102,102-sklad
B5.1NP.103,103-sklad
B5.1PP.001,001-sklad
B5.1PP.002,002-schody
B6.1NP.101,101-chodba
B6.1NP.102,102-sklad
B6.1NP.103,103-WC
B6.1NP.104,104-WC
B6.1NP.105,105-kancelář
B6.1NP.106,106-výrobní prostory
B6.1NP.107,107-výrobní prostory
B6.1NP.108,108-sociální zázemí
B6.1NP.109,109-WC
B6.1NP.110,110-sklad
B7.1NP.01,01-dílna
B7.1NP.010,010-sklad
B7.1NP.011,011-schody
B7.1NP.03,03-sklad
B7.1NP.04A,04A-kancelář
B7.1NP.04B,04B-kancelář
B7.1NP.05A,05A-kancelář
B7.1NP.05B,05B-sociální zázemí
B7.1NP.06A,06A-kancelář
B7.1NP.06B,06B-sociální zázemí
B7.1NP.07,07-WC
B7.1NP.08,08-chodba
B7.1NP.09,09-chodba
B7.2NP.11,11-kancelář
B7.2NP.12,12-kancelář
B7.2NP.13,13-kancelář
B7.2NP.14,14-kancelář
B7.2NP.15,15-kancelář
B7.2NP.16,16-chodba
BA.1NP.001,001-kancelář
BA.1NP.001A,001A-kancelář
BA.1NP.001B,001B-Výrobní prostory
BA.1NP.002,002-kancelář
BA.1NP.003,003-kancelář
BA.1NP.004,004-dílna
BA.1NP.005,005-sklad
BA.1NP.006,006-WC
BA.1NP.007,007-WC
BA.1NP.008,008-chodba
BA.1NP.009,009-dílna
BA.1NP.010A,010A-dílna
BA.1NP.010B,010B-dílna
BA.1NP.010C,010C-kancelář
BA.1NP.010D,010D-WC
BB.1NP.101,101-chodba
BB.1NP.102,102-výtah
BB.1NP.103,103-chodba
BB.1NP.104,104-chodba
BB.1NP.105,105-chodba
BB.1NP.106,106-chodba
BB.1NP.107,107-sklad
BB.1NP.108,108-sklad
BB.1NP.109,109-sklad
BB.1NP.110,110-sklad
BB.1NP.111,111-sklad
BB.1NP.112,112-sklad
BB.1NP.113,113-sklad
BB.1NP.114,114-sklad
BB.1NP.115,115-sklad
BB.1NP.116,116-sklad
BB.1NP.117,117-sklad
BB.1NP.118,118-sklad
BB.1NP.119,119-sklad
BB.1NP.120,120-sklad
BB.1NP.121,121-sklad
BB.1NP.122,122-sklad
BB.1NP.123,123-sklad
BB.1NP.124,124-sklad
BB.1NP.125,125-sklad
BB.1NP.126,126-sklad
BB.1NP.127,127-sklad
BB.1NP.128,128-sklad
BB.1NP.129,129-sklad
BB.1NP.130,130-sklad
BB.1NP.131,131-chodba
BB.1NP.132,132-chodba
BB.1NP.133,133-chodba
BB.1NP.134,134-chodba
BB.1NP.135,135-sklad
BB.1NP.136,136-sklad
BB.1NP.137,137-sklad
BB.1NP.138,138-sklad
BB.1NP.139,139-sklad
BB.1NP.140,140-sklad
BB.1NP.141,141-sklad
BB.1NP.142,142-sklad
BB.1NP.143,143-sklad
BB.1NP.144,144-sklad
BB.1NP.145,145-sklad
BB.1NP.146,146-sklad
BB.1NP.147,147-sklad
BB.1NP.148,148-sklad
BB.1NP.149,149-sklad
BB.1NP.150,150-sklad
BB.1NP.151,151-sklad
BB.1NP.152,152-sklad
BB.1NP.153,153-sklad
BB.1NP.154,154-sklad
BB.1NP.155,155-sklad
BB.1NP.156,156-sklad
BB.1NP.157,157-sklad
BB.1NP.158,158-sklad
BB.1PP.001,001-výrobní prostory
BB.1PP.002,002-chodba
BB.1PP.003,003-výtah
C1.1NP.C1-101,C1-101-kancelář
C1.1NP.C1-102,C1-102-kancelář
C1.1NP.C1-103,C1-103-kancelář
C1.1NP.C1-104,C1-104-kancelář
C1.1NP.C1-105,C1-105-kancelář
C1.1NP.C1-106,C1-106-kancelář
C1.1NP.C1-106A,C1-106A-kancelář
C1.1NP.C1-106B,C1-106B-kancelář
C1.1NP.C1-107,C1-107-sklad
C1.1NP.C1-108,C1-108-kancelář
C1.1NP.C1-109,C1-109-sklad
C1.1NP.C1-110,C1-110-technická místnost
C1.1NP.C1-111,C1-111-technická místnost
C1.1NP.C1-112,C1-112-kancelář
C1.1NP.C1-113,C1-113-kancelář
C1.1NP.C1-114,C1-114-technická místnost
C1.1NP.C1-114A,C1-114A-technická místnost
C1.1NP.C1-115,C1-115-studio
C1.1NP.C1-116,C1-116-zázemí studia
C1.1NP.C1-116A,C1-116A-zázemí studia
C1.1NP.C1-117,C1-117-kancelář
C1.1NP.C1-117A,C1-117A-kancelář
C1.1NP.C1-118,C1-118-kancelář
C1.1NP.C1-118A,C1-118A-kancelář
C1.1NP.C1-119,C1-119-kancelář
C1.1NP.C1-119A,C1-119A-kancelář
C1.1NP.C1-120,C1-120-kancelář
C1.1NP.C1-120A,C1-120A-kancelář
C1.1NP.C1-121,C1-121-kancelář
C1.1NP.C1-121A,C1-121A-kancelář
C1.1NP.C1-121B,C1-121B-kancelář
C1.1NP.C1-122,C1-122-kancelář
C1.1NP.C1-122A,C1-122A-kancelář
C1.1NP.C1-123,C1-123-sklad
C1.1NP.C1-124,C1-124-kancelář
C1.1NP.C1-125,C1-125-kancelář
C1.1NP.C1-126,C1-126-kancelář
C1.1NP.C1-127,C1-127-kancelář
C1.1NP.C1-128,C1-128-kancelář
C1.1NP.C1-129,C1-129-serverovna
C1.1NP.C1-130,C1-130-kancelář
C1.1NP.C1-131,C1-131-kancelář
C1.1NP.C1-132,C1-132-kancelář
C1.1NP.C1-133,C1-133-kancelář
C1.1NP.C1-134,C1-134-WC
C1.1NP.C1-135,C1-135-WC
C1.1NP.C1-136,C1-136-úklid
C1.1NP.C1-137,C1-137-kuchyňka
C1.1NP.C1-138,C1-138-kancelář
C1.1NP.C1-139,C1-139-kancelář
C1.1NP.C1-140,C1-140-kancelář
C1.1NP.C1-141,C1-141-kancelář
C1.1NP.C1-142,C1-142-kancelář
C1.1NP.C1-143,C1-143-kancelář
C1.1NP.C1-144,C1-144-WC
C1.1NP.C1-145,C1-145-kancelář
C1.1NP.C1-146,C1-146-WC
C1.1NP.C1-147,C1-147-kancelář
C1.1NP.C1-148,C1-148-kancelář
C1.1NP.C1-149,C1-149-kancelář
C1.1NP.C1-150,C1-150-kancelář
C1.1NP.C1-151,C1-151-kancelář
C1.1NP.C1-152,C1-152-kancelář
C1.1NP.C1-153,C1-153-WC
C1.1NP.C1-154,C1-154-WC
C1.1NP.C1-155,C1-155-sklad
C1.1NP.C1-155A,C1-155A-sklad
C1.1NP.C1-155B,C1-155B-sklad
C1.1NP.C1-156,C1-156-kancelář
C1.1NP.C1-157,C1-157-kancelář
C1.1NP.C1-158,C1-158-kancelář
C1.1NP.C1-159,C1-159-sklad
C1.1NP.C1-160,C1-160-kancelář
C1.1NP.C1-161,C1-161-kancelář
C1.1NP.C1-162,C1-162-kancelář
C1.1NP.C1-163,C1-163-kancelář
C1.1NP.C1-164,C1-164-kancelář
C1.1NP.C1-165,C1-165-kancelář
C1.1NP.C1-166,C1-166-kancelář
C1.1NP.C1-167,C1-167-kancelář
C1.1NP.C1-168,C1-168-kancelář
C1.1NP.C1-169,C1-169-WC
C1.1NP.C1-170,C1-170-WC
C1.1NP.C1-171,C1-171-úklid
C1.1NP.C1-172,C1-172-kuchyňka
C1.1NP.C1-173,C1-173-sklad
C1.1NP.C1-174,C1-174-kancelář
C1.1NP.C1-175,C1-175-kancelář
C1.1NP.C1-176,C1-176-kancelář
C1.1NP.C1-176A,C1-176A-kancelář
C1.1NP.C1-176B,C1-176B-kancelář
C1.1NP.C1-176C,C1-176C-kancelář
C1.1NP.C1-177,C1-177-kancelář
C1.1NP.C1-178,C1-178-kancelář
C1.1NP.C1-179,C1-179-kancelář
C1.1NP.C1-179A,C1-179A-kancelář
C1.1NP.C1-180,C1-180-kancelář
C1.1NP.C1-181,C1-181-sklad
C1.1NP.C1-182,C1-182-sklad
C1.1NP.C1-183,C1-183-sklad
C1.1NP.C1-184,C1-184-technická místnost
C1.1NP.C1-185,C1-185-šatna
C1.1NP.C1-185A,C1-185A-sprchy
C1.1NP.C1-185B,C1-185B-sprchy
C1.1NP.C1-185C,C1-185C-šatna
C1.1NP.C1-CH1,C1-CH1-chodba
C1.1NP.C1-CH1A,C1-CH1A-chodba
C1.1NP.C1-CH2,C1-CH2-chodba
C1.1NP.C1-CH3,C1-CH3-chodba
C1.1NP.C1-CH3A,C1-CH3A-chodba
C1.1NP.C1-CH3B,C1-CH3B-chodba
C1.1NP.C1-CH4,C1-CH4-chodba
C1.1NP.C1-CH4A,C1-CH4A-chodba
C1.1NP.C1-CH5,C1-CH5-chodba
C1.1NP.C1-CH5A,C1-CH5A-chodba
C1.1NP.C1-CH6,C1-CH6-chodba
C1.1NP.C1-CH7,C1-CH7-chodba
C1.1NP.C1-S1,C1-S1-schody
C1.1NP.C1-S2A,C1-S2A-schody
C1.1NP.C1-V1,C1-V1-výtah
C1.1NP.C1-V2,C1-V2-výtah
C1.1NP.C1-V3,C1-V3-výtah
C1.1PP.C1-01,C1-01-WC
C1.1PP.C1-010,C1-010-sklad
C1.1PP.C1-011,C1-011-sklad
C1.1PP.C1-011A,C1-011A-sklad
C1.1PP.C1-012,C1-012-sklad
C1.1PP.C1-013,C1-013-sklad
C1.1PP.C1-013A,C1-013A-sklad
C1.1PP.C1-014,C1-014-sklad
C1.1PP.C1-015,C1-015-výrobní prostory
C1.1PP.C1-016,C1-016-sklad
C1.1PP.C1-016A,C1-016A-sklad
C1.1PP.C1-016B,C1-016B-sklad
C1.1PP.C1-016C,C1-016C-sklad
C1.1PP.C1-016D,C1-016D-sklad
C1.1PP.C1-02,C1-02-WC
C1.1PP.C1-03,C1-03-sklad
C1.1PP.C1-04,C1-04-výrobní prostory
C1.1PP.C1-05,C1-05-výrobní prostory
C1.1PP.C1-05A,C1-05A-výrobní prostory
C1.1PP.C1-05B,C1-05B-výrobní prostory
C1.1PP.C1-06,C1-06-výrobní prostory
C1.1PP.C1-07,C1-07-výrobní prostory
C1.1PP.C1-08,C1-08-výrobní prostory
C1.1PP.C1-09,C1-09-sklad
C1.1PP.C1-CH01,C1-CH01-chodba
C1.1PP.C1-CH01A,C1-CH01A-chodba
C1.1PP.C1-S2,C1-S2-schody
C1.1PP.C1-V2,C1-V2-výtah
C1.1PP.C1-V3,C1-V3-výtah
C1.2NP.C1-CH10,C1-CH10-chodba
C1.2NP.C1-CH8,C1-CH8-chodba
C1.2NP.C1-M201,C1-M201-kancelář
C1.2NP.C1-M202,C1-M202-kancelář
C1.2NP.C1-M203,C1-M203-kancelář
C1.2NP.C1-M204,C1-M204-kancelář
C1.2NP.C1-M205,C1-M205-kancelář
C1.2NP.C1-M206,C1-M206-kancelář
C1.2NP.C1-M207,C1-M207-kancelář
C1.2NP.C1-M208,C1-M208-sklad
C1.2NP.C1-M209,C1-M209-technická místnost
C1.2NP.C1-M210,C1-M210-kancelář
C1.2NP.C1-M210A,C1-M210A-kancelář
C1.2NP.C1-M211,C1-M211-WC
C1.2NP.C1-M212,C1-M212-WC
C1.2NP.C1-S1A,C1-S1A-schody
C1.2NP.C1-S2B,C1-S2B-schody
C1.2NP.C1-V1,C1-V1-výtah
C1.2NP.C1-V2,C1-V2-výtah
C1.2NP.C1-V201,C1-V201-kancelář
C1.2NP.C1-V202,C1-V202-kancelář
C1.2NP.C1-V203,C1-V203-kancelář
C1.2NP.C1-V204,C1-V204-kancelář
C1.2NP.C1-V205,C1-V205-kancelář
C1.2NP.C1-V206,C1-V206-kancelář
C1.2NP.C1-V207,C1-V207-kancelář
C1.2NP.C1-V208,C1-V208-kancelář
C1.2NP.C1-V209,C1-V209-sklad
C1.2NP.C1-V210,C1-V210-kancelář
C1.2NP.C1-V211,C1-V211-kancelář
C1.2NP.C1-V212,C1-V212-WC
C1.2NP.C1-V213,C1-V213-WC
C1.3NP.C1-CH9,C1-CH9-chodba
C1.3NP.C1-S1B,C1-S1B-schody
C1.3NP.C1-V1,C1-V1-výtah
C1.3NP.C1-V301,C1-V301-kancelář
C1.3NP.C1-V302,C1-V302-kancelář
C1.3NP.C1-V303,C1-V303-kancelář
C1.3NP.C1-V304,C1-V304-kancelář
C1.3NP.C1-V305,C1-V305-kancelář
C1.3NP.C1-V306,C1-V306-kancelář
C1.3NP.C1-V307,C1-V307-kancelář
C1.3NP.C1-V308,C1-V308-kancelář
C1.3NP.C1-V309,C1-V309-kancelář
C1.3NP.C1-V310,C1-V310-kancelář
C1.3NP.C1-V311,C1-V311-sklad
C1.3NP.C1-V312,C1-V312-technická místnost
C1.3NP.C1-V313,C1-V313-kancelář
C1.3NP.C1-V314,C1-V314-kancelář
C1.3NP.C1-V315,C1-V315-kancelář
C1.3NP.C1-V316,C1-V316-WC
C1.3NP.C1-V317,C1-V317-WC
C10.1NP.1,1-jídelna
C10.1NP.2,2-jídelna
C3.1NP.C3-101,C3-101-WC
C3.1NP.C3-102,C3-102-kancelář
C3.1NP.C3-102A,C3-102A-sociální zázemí
C3.1NP.C3-103,C3-103-kancelář
C3.1NP.C3-103A,C3-103A-sklad
C3.1NP.C3-104,C3-104-kancelář
C3.1NP.C3-104A,C3-104A-sociální zázemí
C3.1NP.C3-105,C3-105-kancelář
C3.1NP.C3-106,C3-106-sklad
C3.1NP.C3-107,C3-107-kancelář
C3.1NP.C3-108,C3-108-sklad
C3.1NP.C3-109,C3-109-sklad
C3.1NP.C3-110,C3-110-sklad
C3.1NP.C3-111,C3-111-kancelář
C3.1NP.C3-112,C3-112-kancelář
C3.1NP.C3-113,C3-113-kancelář
C3.1NP.C3-114,C3-114-úklid
C3.1NP.C3-115,C3-115-dílna
C3.1NP.C3-115A,C3-115A-dílna
C3.1NP.C3-116,C3-116-dílna
C3.1NP.C3-117,C3-117-dílna
C3.1NP.C3-118,C3-118-dílna
C3.1NP.C3-118A,C3-118A-dílna
C3.1NP.C3-118B,C3-118B-dílna
C3.1NP.C3-119,C3-119-dílna
C3.1NP.C3-120,C3-120-dílna
C3.1NP.C3-121,C3-121-ateliér
C3.1NP.C3-122,C3-122-ateliér
C3.1NP.C3-123,C3-123-ateliér
C3.1NP.C3-124,C3-124-ateliér
C3.1NP.C3-125,C3-125-ateliér
C3.1NP.C3-126,C3-126-ateliér
C3.1NP.C3-127,C3-127-sociální zázemí
C3.1NP.C3-128,C3-128-WC
C3.1NP.C3-129,C3-129-sklad
C3.1NP.C3-130,C3-130-dílna
C3.1NP.C3-131,C3-131-dílna
C3.1NP.C3-131A,C3-131A-dílna
C3.1NP.C3-132,C3-132-dílna
C3.1NP.C3-133,C3-133-dílna
C3.1NP.C3-134,C3-134-ateliér
C3.1NP.C3-135,C3-135-dílna
C3.1NP.C3-136,C3-136-ateliér
C3.1NP.C3-137,C3-137-sklad
C3.1NP.C3-138,C3-138-ateliér
C3.1NP.C3-139,C3-139-kancelář
C3.1NP.C3-140,C3-140-kancelář
C3.1NP.C3-141,C3-141-kancelář
C3.1NP.C3-142,C3-142-kancelář
C3.1NP.C3-143,C3-143-kancelář
C3.1NP.C3-144,C3-144-kancelář
C3.1NP.C3-145,C3-145-kancelář
C3.1NP.C3-146,C3-146-výrobní prostory
C3.1NP.C3-147,C3-147-výrobní prostory
C3.1NP.C3-148,C3-148-výrobní prostory
C3.1NP.C3-149,C3-149-výrobní prostory
C3.1NP.C3-150,C3-150-kancelář
C3.1NP.C3-151,C3-151-kancelář
C3.1NP.C3-152,C3-152-sklad
C3.1NP.C3-153,C3-153-sklad
C3.1NP.C3-154,C3-154-sklad
C3.1NP.C3-155,C3-155-WC
C3.1NP.C3-156,C3-156-úklid
C3.1NP.C3-157,C3-157-WC
C3.1NP.C3-158,C3-158-kuchyňka
C3.1NP.C3-159,C3-159-kancelář
C3.1NP.C3-160,C3-160-kancelář
C3.1NP.C3-161,C3-161-kancelář
C3.1NP.C3-162,C3-162-studio
C3.1NP.C3-163,C3-163-studio
C3.1NP.C3-164,C3-164-kancelář
C3.1NP.C3-165,C3-165-kancelář
C3.1NP.C3-166,C3-166-kancelář
C3.1NP.C3-166A,C3-166A-sklad
C3.1NP.C3-167,C3-167-kancelář
C3.1NP.C3-168,C3-168-kancelář
C3.1NP.C3-169,C3-169-kancelář
C3.1NP.C3-169A,C3-169A-WC
C3.1NP.C3-170,C3-170-kancelář
C3.1NP.C3-170A,C3-170A-WC
C3.1NP.C3-171,C3-171-kancelář
C3.1NP.C3-172,C3-172-sklad
C3.1NP.C3-173,C3-173-sklad
C3.1NP.C3-178,C3-178-kancelář
C3.1NP.C3-179,C3-179-WC
C3.1NP.C3-180,C3-180-WC
C3.1NP.C3-AT1,C3-AT1-ateliér 1
C3.1NP.C3-AT1A,C3-AT1A-sklad
C3.1NP.C3-AT1B,C3-AT1B-sklad
C3.1NP.C3-AT2,C3-AT2-ateliér 2
C3.1NP.C3-AT2A,C3-AT2A-sklad
C3.1NP.C3-CH1,C3-CH1-chodba
C3.1NP.C3-CH3,C3-CH3-chodba
C3.1NP.C3-CH3A,C3-CH3A-chodba
C3.1NP.C3-CH4,C3-CH4-chodba
C3.1NP.C3-S1A,C3-S1A-chodba
C3.1NP.C3-S2A,C3-S2A-schody
C3.1NP.C3-S3C,C3-S3C-schody
C3.1NP.C3-S4A,C3-S4A-schody
C3.1NP.C3-V4,C3-V4-výtah
C3.1NP.C3-V5,C3-V5-výtah
C3.1PP.C3-01,C3-01-kancelář
C3.1PP.C3-010,C3-010-kancelář
C3.1PP.C3-010A,C3-010A-kancelář
C3.1PP.C3-010B,C3-010B-kancelář
C3.1PP.C3-011,C3-011-kancelář
C3.1PP.C3-011A,C3-011A-kancelář
C3.1PP.C3-011B,C3-011B-kancelář
C3.1PP.C3-012,C3-012-kancelář
C3.1PP.C3-012A,C3-012A-kancelář
C3.1PP.C3-012B,C3-012B-kancelář
C3.1PP.C3-013,C3-013-kancelář
C3.1PP.C3-014,C3-014-sklad
C3.1PP.C3-015,C3-015-výrobní prostory
C3.1PP.C3-016,C3-016-výrobní prostory
C3.1PP.C3-016A,C3-016A-výrobní prostory
C3.1PP.C3-016B,C3-016B-výrobní prostory
C3.1PP.C3-016C,C3-016C-výrobní prostory
C3.1PP.C3-016D,C3-016D-výrobní prostory
C3.1PP.C3-017,C3-017-výrobní prostory
C3.1PP.C3-018,C3-018-sklad
C3.1PP.C3-019,C3-019-sklad
C3.1PP.C3-01A,C3-01A-kancelář
C3.1PP.C3-02,C3-02-kancelář
C3.1PP.C3-020,C3-020-sklad
C3.1PP.C3-021,C3-021-sklad
C3.1PP.C3-022,C3-022-výrobní prostory
C3.1PP.C3-023,C3-023-sklad
C3.1PP.C3-024,C3-024-výrobní prostory
C3.1PP.C3-024A,C3-024A-rozvodna
C3.1PP.C3-025,C3-025-výrobní prostory
C3.1PP.C3-026,C3-026-kostymérna
C3.1PP.C3-026A,C3-026A-kostymérna
C3.1PP.C3-026B,C3-026B-kostymérna
C3.1PP.C3-027,C3-027-kostymérna
C3.1PP.C3-027A,C3-027A-kostymérna
C3.1PP.C3-027B,C3-027B-kostymérna
C3.1PP.C3-028,C3-028-sklad
C3.1PP.C3-029,C3-029-garáž
C3.1PP.C3-029A,C3-029A-sklad
C3.1PP.C3-03,C3-03-WC
C3.1PP.C3-030,C3-030-kancelář
C3.1PP.C3-031,C3-031-sklad
C3.1PP.C3-031A,C3-031A-sklad
C3.1PP.C3-032,C3-032-sklad
C3.1PP.C3-034,C3-034-sklad
C3.1PP.C3-035,C3-035-úklid
C3.1PP.C3-036,C3-036-WC
C3.1PP.C3-037,C3-037-WC
C3.1PP.C3-04,C3-04-WC
C3.1PP.C3-05,C3-05-kancelář
C3.1PP.C3-06,C3-06-kancelář
C3.1PP.C3-06A,C3-06A-kancelář
C3.1PP.C3-06B,C3-06B-kancelář
C3.1PP.C3-06C,C3-06C-chodba
C3.1PP.C3-07,C3-07-kancelář
C3.1PP.C3-07A,C3-07A-kancelář
C3.1PP.C3-07B,C3-07B-kancelář
C3.1PP.C3-08,C3-08-kancelář
C3.1PP.C3-08A,C3-08A-kancelář
C3.1PP.C3-09,C3-09-kancelář
C3.1PP.C3-CH01,C3-CH01-chodba
C3.1PP.C3-CH02,C3-CH02-chodba
C3.1PP.C3-CH03,C3-CH03-chodba
C3.1PP.C3-CH04,C3-CH04-chodba
C3.1PP.C3-CH05,C3-CH05-chodba
C3.1PP.C3-S1,C3-S1-schody
C3.1PP.C3-S2,C3-S2-schody
C3.1PP.C3-S3,C3-S3-schody
C3.1PP.C3-S4,C3-S4-schody
C3.1PP.C3-V4,C3-V4-výtah
C3.1PP.C3-V5,C3-V5-výtah
C4.1NP.100,100-chodba
C4.1NP.101,101-chodba
C4.1NP.103,103-WC
C4.1NP.104,104-sociální zázemí
C4.1NP.104A,104A-sprchy
C4.1NP.105,105-kancelář
C4.1NP.108,108-WC
C4.1NP.109,109-chodba
C4.1NP.110,110-kancelář
C4.1NP.111,111-sociální zázemí
C4.1NP.112,112-kancelář
C4.1NP.113,113-sklad
C4.1NP.113A,113A-sklad
C4.1NP.115,115-kancelář
C4.1NP.116,116-kancelář
C4.1NP.122,122-kancelář
C4.1NP.123,123-chodba
